LAMMPS DATA FILE
    3708 atoms
     0 bonds
     0 angles
       0 dihedrals
       0 impropers
    3708 ellipsoids

       1 atom types
       0 bond types
       0 angle types

 -100.000000   100.000000 xlo xhi
 -100.000000   100.000000 ylo yhi
 -100.000000   100.000000 zlo zhi


Masses

       1     1.000000


Atoms

       1      1      0.008147     0.006953    50.009317       1     0.070736      0     0.230000 
       2      1      0.009058     0.009609   -49.994358       1     0.070736      0     0.230000 
       3      1      2.908511     0.005463    49.919396       1     0.070736      0     0.230000 
       4      1      1.462754     2.524111    49.919824       1     0.070736      0     0.230000 
       5      1     -1.447297     2.523454    49.922425       1     0.070736      0     0.230000 
       6      1     -2.906266     0.009271    49.918008       1     0.070736      0     0.230000 
       7      1     -1.450836    -2.509107    49.915693       1     0.070736      0     0.230000 
       8      1      1.459090    -2.516047    49.924888       1     0.070736      0     0.230000 
       9      1      5.814221     0.001787    49.671880       1     0.070736      0     0.230000 
      10      1      5.149407     2.699988    49.669713       1     0.070736      0     0.230000 
      11      1      3.298991     4.784648    49.671812       1     0.070736      0     0.230000 
      12      1      0.709379     5.764315    49.666793       1     0.070736      0     0.230000 
      13      1     -2.048784     5.437267    49.663198       1     0.070736      0     0.230000 
      14      1     -4.339986     3.856288    49.666562       1     0.070736      0     0.230000 
      15      1     -5.627970     1.390897    49.669344       1     0.070736      0     0.230000 
      16      1     -5.634554    -1.380560    49.668652       1     0.070736      0     0.230000 
      17      1     -4.340622    -3.840098    49.670658       1     0.070736      0     0.230000 
      18      1     -2.049198    -5.417821    49.669500       1     0.070736      0     0.230000 
      19      1      0.707595    -5.756617    49.668090       1     0.070736      0     0.230000 
      20      1      3.307010    -4.771501    49.664666       1     0.070736      0     0.230000 
      21      1      5.146316    -2.695787    49.665282       1     0.070736      0     0.230000 
      22      1      8.682766     0.005137    49.248745       1     0.070736      0     0.230000 
      23      1      8.220463     2.824658    49.244247       1     0.070736      0     0.230000 
      24      1      6.860981     5.334499    49.241191       1     0.070736      0     0.230000 
      25      1      4.755615     7.273561    49.249043       1     0.070736      0     0.230000 
      26      1      2.138983     8.422081    49.244741       1     0.070736      0     0.230000 
      27      1     -0.709556     8.654742    49.242108       1     0.070736      0     0.230000 
      28      1     -3.483762     7.957350    49.240431       1     0.070736      0     0.230000 
      29      1     -5.873881     6.388119    49.246913       1     0.070736      0     0.230000 
      30      1     -7.634239     4.135558    49.244085       1     0.070736      0     0.230000 
      31      1     -8.556932     1.434408    49.244149       1     0.070736      0     0.230000 
      32      1     -8.563674    -1.425810    49.244801       1     0.070736      0     0.230000 
      33      1     -7.633181    -4.126348    49.245549       1     0.070736      0     0.230000 
      34      1     -5.879974    -6.384236    49.243389       1     0.070736      0     0.230000 
      35      1     -3.486713    -7.949769    49.245171       1     0.070736      0     0.230000 
      36      1     -0.708753    -8.643616    49.240450       1     0.070736      0     0.230000 
      37      1      2.138354    -8.410324    49.242102       1     0.070736      0     0.230000 
      38      1      4.751999    -7.262034    49.243423       1     0.070736      0     0.230000 
      39      1      6.861143    -5.326093    49.247832       1     0.070736      0     0.230000 
