LAMMPS data file via write_data, version 3 Mar 2020, timestep = 0

2000 atoms
2 atom types
0 bonds
2 bond types
0 angles
1 angle types

-8.7500000000000000e+00 8.7500000000000000e+00 xlo xhi
-8.7500000000000000e+00 8.7500000000000000e+00 ylo yhi
-1.0000000000000001e-01 1.0000000000000001e-01 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj42/cut

1 0.05 0.225248
2 0.05 0.225248

Bond Coeffs # harmonic

1 240 0.245
2 240 0.245

Angle Coeffs # cosine

1 5.4165

Atoms # molecular

509 0 1 -7.9716026217449327e+00 -8.5557497177769690e+00 0.0000000000000000e+00 0 0 0
876 0 1 -7.6076719501427190e+00 -8.5980680147822852e+00 0.0000000000000000e+00 0 0 0
1018 0 1 -7.3741106032093775e+00 -8.4237990244125278e+00 0.0000000000000000e+00 0 0 0
1830 0 1 -6.3780485944021716e+00 -8.3627261173039322e+00 0.0000000000000000e+00 0 0 0
265 0 1 -6.0774597184569927e+00 -8.6123614328393447e+00 0.0000000000000000e+00 0 0 0
1244 0 1 -6.3475596162769685e+00 -8.6875974408404986e+00 0.0000000000000000e+00 0 0 0
1994 0 1 -5.5798114206967133e+00 -8.3901648312019823e+00 0.0000000000000000e+00 0 0 0
145 0 1 -5.3002061322778635e+00 -8.6388934219448732e+00 0.0000000000000000e+00 0 0 0
553 0 1 -3.2054158937909714e+00 -8.4249269448569635e+00 0.0000000000000000e+00 0 0 0
1089 0 1 -3.4917645644125361e+00 -8.5870340814986417e+00 0.0000000000000000e+00 0 0 0
482 0 1 -2.6658832791247766e+00 -8.5970584190389516e+00 0.0000000000000000e+00 0 0 0
583 0 1 -2.4046376562591258e+00 -8.4719838212404515e+00 0.0000000000000000e+00 0 0 0
1154 0 1 -2.1252954518084466e+00 -8.7044312419761418e+00 0.0000000000000000e+00 0 0 0
1176 0 1 -2.1178502132002874e+00 -8.4411530095469356e+00 0.0000000000000000e+00 0 0 0
1321 0 1 -1.5747026000153770e+00 -8.4826841882329713e+00 0.0000000000000000e+00 0 0 0
1456 0 1 -1.6340187298785234e+00 -8.7426492216310177e+00 0.0000000000000000e+00 0 0 0
1603 0 1 -1.8709199369059624e+00 -8.6765107886956407e+00 0.0000000000000000e+00 0 0 0
1856 0 1 -9.0637780127878198e-01 -8.4917060924888155e+00 0.0000000000000000e+00 0 0 0
931 0 1 -3.7001606441718565e-01 -8.4524620334904839e+00 0.0000000000000000e+00 0 0 0
1686 0 1 -6.1881009507075413e-01 -8.6051472632367947e+00 0.0000000000000000e+00 0 0 0
1043 0 1 -3.6212331172574452e-01 -8.7401020409564563e+00 0.0000000000000000e+00 0 0 0
1708 0 1 4.5282865461001709e-01 -8.5256021758261884e+00 0.0000000000000000e+00 0 0 0
1195 0 1 9.9258906601594632e-01 -8.6613282146047403e+00 0.0000000000000000e+00 0 0 0
511 0 1 1.2451800465717464e+00 -8.3733880850913920e+00 0.0000000000000000e+00 0 0 0
814 0 1 1.3795890022348427e+00 -8.5832772213946580e+00 0.0000000000000000e+00 0 0 0
1851 0 1 1.5973262910236721e+00 -8.7276200194216944e+00 0.0000000000000000e+00 0 0 0
1991 0 1 1.6299346254155458e+00 -8.4404622423851059e+00 0.0000000000000000e+00 0 0 0
244 0 1 2.0892420903962297e+00 -8.6081867105598491e+00 0.0000000000000000e+00 0 0 0
1280 0 1 3.4430002285760417e+00 -8.5496681996117356e+00 0.0000000000000000e+00 0 0 0
637 0 1 3.9588576520439358e+00 -8.5710717604856725e+00 0.0000000000000000e+00 0 0 0
1017 0 1 3.7837303642047604e+00 -8.3609019869110526e+00 0.0000000000000000e+00 0 0 0
1333 0 1 4.2251764812273738e+00 -8.5684262124792223e+00 0.0000000000000000e+00 0 0 0
39 0 1 4.3984828386393984e+00 -8.3818758238681461e+00 0.0000000000000000e+00 0 0 0
458 0 1 4.6388246096856749e+00 -8.4868716999034977e+00 0.0000000000000000e+00 0 0 0
734 0 1 4.6752407121241815e+00 -8.7432936359992066e+00 0.0000000000000000e+00 0 0 0
732 0 1 4.9746819748817233e+00 -8.4121234606315785e+00 0.0000000000000000e+00 0 0 0
1052 0 1 5.1502250717546962e+00 -8.6017891335972756e+00 0.0000000000000000e+00 0 0 0
1166 0 1 5.3960047330291596e+00 -8.6142499743831351e+00 0.0000000000000000e+00 0 0 0
163 0 1 5.6424412072740981e+00 -8.5634343476253765e+00 0.0000000000000000e+00 0 0 0
500 0 1 6.5741652186863790e+00 -8.3501597485144519e+00 0.0000000000000000e+00 0 0 0
966 0 1 6.4855377040280091e+00 8.7440426819701607e+00 0.0000000000000000e+00 0 -1 0
1210 0 1 6.6447957671496392e+00 -8.5969960048774201e+00 0.0000000000000000e+00 0 0 0
1537 0 1 6.3272295398134926e+00 -8.5421275078055672e+00 0.0000000000000000e+00 0 0 0
1598 0 1 6.8583010555528370e+00 -8.5006260039417949e+00 0.0000000000000000e+00 0 0 0
1431 0 1 7.0682697655724942e+00 8.7454446038776243e+00 0.0000000000000000e+00 0 -1 0
1747 0 1 7.1130804388441753e+00 -8.4821672823771728e+00 0.0000000000000000e+00 0 0 0
1534 0 1 7.9021942883535559e+00 -8.4106864030303132e+00 0.0000000000000000e+00 0 0 0
1411 0 1 8.2734282557356860e+00 8.7133108444596630e+00 0.0000000000000000e+00 0 -1 0
1903 0 1 8.0374069789040927e+00 -8.6475924498744980e+00 0.0000000000000000e+00 0 0 0
56 0 1 8.3584626908723312e+00 -8.5393252447804144e+00 0.0000000000000000e+00 0 0 0
939 0 1 8.7217118891505852e+00 8.7392362222143873e+00 0.0000000000000000e+00 0 -1 0
1791 0 1 8.4872620659519971e+00 -8.3110927241124362e+00 0.0000000000000000e+00 0 0 0
1842 0 1 8.6801481733723094e+00 -8.4985985271807767e+00 0.0000000000000000e+00 0 0 0
7 0 1 -8.1397934557822502e+00 -8.0086113322799140e+00 0.0000000000000000e+00 0 0 0
386 0 1 -7.5773770838472050e+00 -8.2462636399499232e+00 0.0000000000000000e+00 0 0 0
1688 0 1 -7.8120219719291208e+00 -8.3506878915370688e+00 0.0000000000000000e+00 0 0 0
1908 0 1 -6.9965718311207725e+00 -8.2017234590620802e+00 0.0000000000000000e+00 0 0 0
104 0 1 -6.7466035098088435e+00 -8.3462315449929516e+00 0.0000000000000000e+00 0 0 0
128 0 1 -6.1339235881300755e+00 -8.0262027967831528e+00 0.0000000000000000e+00 0 0 0
1086 0 1 -6.0587351750698675e+00 -8.2570248945640206e+00 0.0000000000000000e+00 0 0 0
673 0 1 -5.8222976826802624e+00 -8.3232270931660626e+00 0.0000000000000000e+00 0 0 0
1651 0 1 -5.2692319081470211e+00 -8.1017134600843050e+00 0.0000000000000000e+00 0 0 0
443 0 1 -5.0034875480957117e+00 -7.9941876115199895e+00 0.0000000000000000e+00 0 0 0
1006 0 1 -4.6797739253052386e+00 -7.9603626051500269e+00 0.0000000000000000e+00 0 0 0
1348 0 1 -4.4892506793789799e+00 -8.3361683225194767e+00 0.0000000000000000e+00 0 0 0
173 0 1 -2.8969455254762613e+00 -8.2168938343710600e+00 0.0000000000000000e+00 0 0 0
241 0 1 -2.7629578231790060e+00 -7.9657384206659767e+00 0.0000000000000000e+00 0 0 0
918 0 1 -2.6373130786425971e+00 -8.3101800971204209e+00 0.0000000000000000e+00 0 0 0
1532 0 1 -1.9927750958800163e+00 -8.2117330013165795e+00 0.0000000000000000e+00 0 0 0
1303 0 1 -1.7101989559370496e+00 -8.1405043449403518e+00 0.0000000000000000e+00 0 0 0
12 0 1 -1.2460926742055927e+00 -8.2396379254707650e+00 0.0000000000000000e+00 0 0 0
1002 0 1 -1.1717729732698907e+00 -7.9406412127174795e+00 0.0000000000000000e+00 0 0 0
1561 0 1 -1.4427121557381941e+00 -8.0376722218552175e+00 0.0000000000000000e+00 0 0 0
1118 0 1 -9.0065075418271867e-01 -8.0123590165206569e+00 0.0000000000000000e+00 0 0 0
1575 0 1 -5.4662706155244667e-01 -8.2381730355783027e+00 0.0000000000000000e+00 0 0 0
1251 0 1 -8.8147824904023508e-03 -8.1500493161846190e+00 0.0000000000000000e+00 0 0 0
116 0 1 6.3750152867987586e-01 -8.2149113978635349e+00 0.0000000000000000e+00 0 0 0
437 0 1 1.1313061657355297e+00 -8.1244891121845377e+00 0.0000000000000000e+00 0 0 0
915 0 1 8.4677002527226353e-01 -8.0734687661544235e+00 0.0000000000000000e+00 0 0 0
587 0 1 1.4010293937620415e+00 -8.1720985576149303e+00 0.0000000000000000e+00 0 0 0
256 0 1 1.9656431644865477e+00 -7.9408121671669107e+00 0.0000000000000000e+00 0 0 0
754 0 1 1.8768528033232741e+00 -8.2552325281569647e+00 0.0000000000000000e+00 0 0 0
1512 0 1 1.7081266892677429e+00 -8.0496615572662158e+00 0.0000000000000000e+00 0 0 0
